Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Price,Ward/Commune,District,Province
75.0,5.0,20.0,3.0,4.0,4.0,8.7,Phước Long B,Quận 9,Hồ Chí Minh.
50.0,9.7,8.0,4.0,4.0,3.0,8.0,Khương Trung,Thanh Xuân,Hà Nội
68.0,4.0,6.0,3.0,,,4.2,Bình Hưng Hòa B,Bình Tân,Hồ Chí Minh
302.0,6.0,11.0,,,,8.7,Vĩnh Phú,Thuận An,Bình Dương
100.0,,,4.0,,,5.5,Phan Si Păng,Sa Pa,Lào Cai
75.0,5.0,16.0,3.0,4.0,4.0,9.0,Phước Long B,Quận 9,Hồ Chí Minh
95.0,,,2.0,5.0,5.0,8.99,5,Gò Vấp,Hồ Chí Minh
45.0,5.5,2.0,5.0,4.0,4.0,6.2,Khương Trung,Thanh Xuân,Hà Nội
35.0,4.0,3.0,3.0,3.0,2.0,4.3,22,Bình Thạnh,Hồ Chí Minh
35.0,5.35,4.0,4.0,3.0,3.0,8.5,Phúc Xá,Ba Đình,Hà Nội
30.0,5.0,7.0,2.0,3.0,2.0,4.15,3,Gò Vấp,Hồ Chí Minh
19.0,,,5.0,3.0,4.0,4.25,Minh Khai,Hai Bà Trưng,Hà Nội
30.0,3.5,3.0,5.0,3.0,4.0,6.2,Vĩnh Tuy,Hai Bà Trưng,Hà Nội
44.0,,,3.0,4.0,3.0,4.15,Tân Quý,Tân Phú,Hồ Chí Minh
51.0,3.6,3.0,4.0,4.0,3.0,4.8,22,Bình Thạnh,Hồ Chí Minh
31.0,3.2,8.0,2.0,2.0,2.0,2.95,Hiệp Thành,Quận 12,Hồ Chí Minh
55.0,,,,2.0,2.0,2.7,Chính Gián,Thanh Khê,Đà Nẵng
36.0,4.0,12.0,2.0,2.0,1.0,2.5,Trung Mỹ Tây,Quận 12,Hồ Chí Minh
46.0,5.25,,5.0,,,7.95,Ngọc Thụy,Long Biên,Hà Nội
56.0,5.0,,4.0,3.0,3.0,8.8,Ngọc Lâm,Long Biên,Hà Nội
40.0,,4.0,2.0,2.0,2.0,3.75,Tân Quý,Tân Phú,Hồ Chí Minh
225.0,,,2.0,4.0,4.0,10.0,An Thạnh,Bến Lức,Long An
51.0,4.6,,6.0,4.0,5.0,6.5,13,Gò Vấp,Hồ Chí Minh
72.0,6.0,24.0,4.0,,,3.6,Trần Quang Diệu,Quy Nhơn,Bình Định
42.0,5.2,,5.0,4.0,2.0,4.0,Thạch Bàn,Long Biên,Hà Nội
36.0,48.0,35.0,6.0,3.0,5.0,7.25,Trương Định,Hai Bà Trưng,Hà Nội
45.0,4.5,,4.0,4.0,,7.35,Phương Mai,Đống Đa,Hà Nội
30.0,,,6.0,3.0,3.0,5.05,Ngã Tư Sở,Đống Đa,Hà Nội
123.0,15.0,10.44,1.0,4.0,6.0,8.67,Tân Hiệp,Hóc Môn,Hồ Chí Minh
30.0,6.0,6.0,5.0,4.0,4.0,6.5,12,Bình Thạnh,Hồ Chí Minh
40.0,,,7.0,4.0,4.0,9.5,Liễu Giai,Ba Đình,Hà Nội
75.0,5.0,,,,,4.5,Hòa Minh,Liên Chiểu,Đà Nẵng
100.0,,,3.0,,,10.0,Bình Hưng,Bình Chánh,Hồ Chí Minh
30.0,,,5.0,3.0,4.0,3.25,La Phù,Hoài Đức,Hà Nội
52.0,4.0,8.0,4.0,4.0,4.0,3.95,Phú Hữu,Thủ Đức,Hồ Chí Minh
48.0,,,3.0,4.0,3.0,7.1,Đại Mỗ,Nam Từ Liêm,Hà Nội.
55.4,4.4,4.0,2.0,2.0,2.0,3.6,An Hải Tây,Sơn Trà,Đà Nẵng.
79.5,4.75,4.0,2.0,3.0,4.0,6.5,Tân Hưng,Quận 7,Hồ Chí Minh
45.0,,,5.0,3.0,4.0,4.8,Thạch Bàn,Long Biên,Hà Nội
64.0,4.0,14.0,3.0,3.0,2.0,5.05,Đống Đa,Quy Nhơn,Bình Định
39.0,,,4.0,5.0,4.0,6.25,5,Phú Nhuận,Hồ Chí Minh
45.0,5.2,,4.0,4.0,2.0,5.45,Long Biên,Long Biên,Hà Nội
50.0,5.0,3.5,3.0,3.0,3.0,6.48,Sài Đồng,Long Biên,Hà Nội
50.0,4.0,,4.0,3.0,4.0,3.8,Trương Định,Hai Bà Trưng,Hà Nội
60.0,3.6,2.5,3.0,3.0,3.0,7.6,Gia Thụy,Long Biên,Hà Nội
82.0,,,4.0,4.0,3.0,6.8,Tân Mai,Hoàng Mai,Hà Nội
60.0,5.0,5.5,4.0,,,9.8,Mỹ An,Ngũ Hành Sơn,Đà Nẵng
37.0,3.4,,4.0,3.0,3.0,3.7,Tả Thanh Oai,Thanh Trì,Hà Nội
22.0,3.8,10.0,5.0,3.0,3.0,7.0,Bách Khoa,Hai Bà Trưng,Hà Nội
120.0,6.0,5.0,2.0,3.0,4.0,9.78,Bình Thuận,Quận 7,Hồ Chí Minh
48.0,,,6.0,5.0,6.0,5.85,Giáp Bát,Hoàng Mai,Hà Nội
47.0,4.1,3.0,1.0,1.0,1.0,4.0,Tân Phú,Quận 7,Hồ Chí Minh
18.2,4.0,5.0,5.0,3.0,4.0,4.5,12,Bình Thạnh,Hồ Chí Minh
64.0,,,4.0,,,9.0,5,Bình Thạnh,Hồ Chí Minh
40.0,,,,6.0,,7.6,Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội
60.0,4.0,5.0,3.0,3.0,3.0,5.0,Bình Trị Đông B,Bình Tân,Hồ Chí Minh
60.0,5.0,3.0,5.0,4.0,4.0,6.8,Kim Giang,Thanh Xuân,Hà Nội
61.0,,,4.0,3.0,3.0,6.0,Phú Hữu,Thủ Đức,Hồ Chí Minh
50.0,4.0,11.0,4.0,4.0,3.0,5.1,Sở Dầu,Hồng Bàng,Hải Phòng
51.1,4.0,3.0,2.0,3.0,2.0,5.69,11,Bình Thạnh,Hồ Chí Minh
44.0,4.0,5.0,4.0,3.0,4.0,6.3,3,Quận 8,Hồ Chí Minh
42.0,3.5,,2.0,3.0,,7.0,Hà Cầu,Hà Đông,Hà Nội
50.0,4.0,11.0,4.0,4.0,3.0,4.7,Sở Dầu,Hồng Bàng,Hải Phòng
48.0,4.2,10.0,4.0,4.0,3.0,3.0,Hùng Vương,Hồng Bàng,Hải Phòng
54.0,,,3.0,3.0,3.0,9.5,Phúc La,Hà Đông,Hà Nội
42.0,4.0,,6.0,3.0,4.0,8.25,Long Biên,Long Biên,Hà Nội
64.0,5.55,4.0,2.0,3.0,3.0,7.75,8,Tân Bình,Hồ Chí Minh
60.0,,5.0,4.0,3.0,3.0,7.2,5,Gò Vấp,Hồ Chí Minh
58.0,3.2,16.0,6.0,4.0,5.0,7.0,13,Gò Vấp,Hồ Chí Minh
65.0,4.5,6.0,3.0,4.0,4.0,6.5,Tân Thuận Đông,Quận 7,Hồ Chí Minh
125.0,7.0,7.0,2.0,3.0,2.0,2.25,Trảng Dài,Biên Hòa,Đồng Nai
49.5,,12.0,,1.0,,6.5,Tân Quy,Quận 7,Hồ Chí Minh
34.0,3.5,,3.0,3.0,2.0,8.5,5,Quận 3,Hồ Chí Minh
18.2,,,5.0,3.0,4.0,6.5,11,Quận 3,Hồ Chí Minh
35.0,4.0,4.0,3.0,3.0,3.0,2.57,Phụng Châu,Chương Mỹ,Hà Nội
92.0,6.8,11.0,3.0,4.0,4.0,7.8,Vĩnh Hòa,Nha Trang,Khánh Hòa
76.0,4.0,5.0,4.0,4.0,4.0,7.42,8,Gò Vấp,Hồ Chí Minh
31.0,4.8,3.0,5.0,3.0,4.0,4.0,Yên Sở,Hoàng Mai,Hà Nội
85.5,5.0,7.5,3.0,3.0,3.0,6.35,Hòa Minh,Liên Chiểu,Đà Nẵng
36.0,,2.5,5.0,5.0,4.0,4.3,Tương Mai,Hoàng Mai,Hà Nội
45.0,4.2,5.0,2.0,3.0,2.0,4.05,14,Quận 6,Hồ Chí Minh
40.0,6.0,5.0,4.0,3.0,4.0,8.6,7,Phú Nhuận,Hồ Chí Minh
100.0,5.0,12.0,2.0,3.0,3.0,2.8,Tiến Thành,Phan Thiết,Bình Thuận
30.0,3.4,4.0,2.0,2.0,2.0,4.3,12,Bình Thạnh,Hồ Chí Minh
32.0,7.0,7.0,3.0,3.0,3.0,2.18,Bình Hưng Hòa B,Bình Tân,Hồ Chí Minh
40.0,3.0,3.0,2.0,2.0,2.0,3.25,11,Bình Thạnh,Hồ Chí Minh
22.0,3.0,3.0,4.0,3.0,3.0,3.2,Kim Liên,Đống Đa,Hà Nội
40.0,3.2,20.0,3.0,3.0,2.0,1.75,Tả Thanh Oai,Thanh Trì,Hà Nội
52.0,36.0,2.0,2.0,2.0,2.0,6.4,Cát Linh,Đống Đa,Hà Nội
40.0,4.0,4.0,4.0,6.0,7.0,6.99,11,Bình Thạnh,Hồ Chí Minh
54.2,,,4.0,4.0,3.0,4.65,Nhà Bè,Nhà Bè,Hồ Chí Minh
68.0,4.0,12.0,2.0,7.0,3.0,6.8,13,Quận 6,Hồ Chí Minh
49.98,,,4.0,4.0,3.0,4.95,Nhà Bè,Nhà Bè,Hồ Chí Minh
92.0,5.0,7.0,3.0,3.0,3.0,6.95,Hòa Minh,Liên Chiểu,Đà Nẵng
33.0,4.0,5.0,5.0,3.0,4.0,6.5,Phú La,Hà Đông,Hà Nội
67.5,,15.0,4.0,3.0,3.0,8.8,Vĩnh Niệm,Lê Chân,Hải Phòng
80.0,4.0,6.0,6.0,6.0,7.0,8.9,Tân Phú,Quận 7,Hồ Chí Minh
56.0,4.0,5.0,5.0,8.0,8.0,9.2,Lộc Thọ,Nha Trang,Khánh Hòa
24.0,,,,,,1.25,Hiệp Bình Phước,Thủ Đức,Hồ Chí Minh
33.6,,,3.0,4.0,2.0,4.65,Tây Thạnh,Tân Phú,Hồ Chí Minh
77.0,4.0,16.0,,4.0,,7.75,Phước Hòa,Nha Trang,Khánh Hòa
40.0,4.0,4.0,4.0,4.0,4.0,7.6,Hà Cầu,Hà Đông,Hà Nội
38.0,4.2,5.0,4.0,2.0,2.0,2.5,Chúc Sơn,Chương Mỹ,Hà Nội
35.0,2.5,3.0,4.0,5.0,3.0,3.95,24,Bình Thạnh,Hồ Chí Minh
56.0,,8.0,3.0,3.0,3.0,4.75,Thạnh Lộc,Quận 12,Hồ Chí Minh
40.0,8.5,3.0,4.0,5.0,4.0,6.25,5,Phú Nhuận,Hồ Chí Minh
200.0,10.0,8.0,1.0,4.0,4.0,8.0,Phú Thủy,Phan Thiết,Bình Thuận
75.0,5.0,3.0,2.0,5.0,5.0,6.59,7,Phú Nhuận,Hồ Chí Minh
36.6,5.2,,5.0,3.0,4.0,6.7,Nam Đồng,Đống Đa,Hà Nội
35.0,,,4.0,4.0,,3.9,Yên Nghĩa,Hà Đông,Hà Nội
33.0,,,2.0,2.0,2.0,4.6,11,Bình Thạnh,Hồ Chí Minh
58.5,4.5,15.0,,5.0,5.0,7.2,Long Hưng,Văn Giang,Hưng Yên
30.0,,,5.0,3.0,,4.45,Dương Nội,Hà Đông,Hà Nội
52.0,5.0,,5.0,4.0,,6.8,Đại Kim,Hoàng Mai,Hà Nội
32.0,3.1,2.5,5.0,3.0,4.0,5.0,Vĩnh Hưng,Hoàng Mai,Hà Nội
26.0,3.5,3.5,3.0,3.0,3.0,4.05,17,Bình Thạnh,Hồ Chí Minh
19.8,2.6,2.4,2.0,,,3.2,2,Quận 10,Hồ Chí Minh
82.5,5.0,5.5,3.0,,,4.6,Hòa Minh,Liên Chiểu,Đà Nẵng
43.0,,,4.0,2.0,2.0,5.7,Ngọc Thụy,Long Biên,Hà Nội
41.0,5.0,,4.0,3.0,3.0,2.55, Đằng Hải,Hải An,Hải Phòng
56.7,,,,1.0,1.0,2.8,Chính Gián,Thanh Khê,Đà Nẵng
42.0,4.0,3.0,4.0,6.0,5.0,5.35,Vân Canh,Hoài Đức,Hà Nội
75.0,5.0,8.0,4.0,,,10.0,9,Tân Bình,Hồ Chí Minh
50.0,5.0,6.0,4.0,5.0,4.0,5.65,Bình Hưng Hòa A,Bình Tân,Hồ Chí Minh
160.0,8.0,14.0,3.0,3.0,,6.3,Long Hưng,Biên Hòa,Đồng Nai
190.0,,,,3.0,,8.1,Long Hưng,Biên Hòa,Đồng Nai
64.0,,6.0,1.0,2.0,2.0,5.9,Tân Sơn Nhì,Tân Phú,Hồ Chí Minh
60.8,4.5,4.5,3.0,3.0,4.0,5.2,Bình Hưng Hòa,Bình Tân,Hồ Chí Minh
58.0,4.0,,,,,5.98,Bình Hưng Hòa A,Bình Tân,Hồ Chí Minh
166.0,5.0,32.0,3.0,3.0,4.0,3.45,Hòa Phú,Thủ Dầu Một,Bình Dương
52.0,,,3.0,3.0,2.0,2.45, Gia Viên,Ngô Quyền,Hải Phòng
36.0,4.0,,5.0,3.0,3.0,4.85,Dương Nội,Hà Đông,Hà Nội
52.8,14.0,16.0,4.0,4.0,5.0,6.6,Phước Long,Nha Trang,Khánh Hòa
33.5,,,5.0,5.0,3.0,7.6,2,Phú Nhuận,Hồ Chí Minh
23.0,3.5,,4.0,,,3.4,Ngã Tư Sở,Đống Đa,Hà Nội
114.0,,,4.0,,,9.7,Hòa Phú,Thủ Dầu Một,Bình Dương
108.0,6.0,,1.0,3.0,1.0,4.2,Nại Hiên Đông,Sơn Trà,Đà Nẵng
40.0,,,4.0,4.0,3.0,4.1,Yên Nghĩa,Hà Đông,Hà Nội
38.0,,,4.0,4.0,,5.2,Bạch Mai,Hai Bà Trưng,Hà Nội
36.0,,,4.0,3.0,,3.65,Yên Nghĩa,Hà Đông,Hà Nội
65.0,,22.0,3.0,3.0,3.0,2.85,Phú Hòa,Thủ Dầu Một,Bình Dương
33.0,,,5.0,3.0,4.0,4.75,Dương Nội,Hà Đông,Hà Nội
36.0,3.6,3.5,5.0,,,7.3,Quán Thánh,Ba Đình,Hà Nội
53.0,,10.0,4.0,4.0,5.0,3.45,Thạnh Lộc,Quận 12,Hồ Chí Minh
48.0,,3.5,5.0,5.0,,7.5,Khương Thượng,Đống Đa,Hà Nội
59.0,4.0,6.0,,,,9.5,6,Tân Bình,Hồ Chí Minh
23.0,3.5,,4.0,,,3.5,Việt Hưng,Long Biên,Hà Nội
52.2,3.5,,4.0,4.0,4.0,7.8,4,Phú Nhuận,Hồ Chí Minh
35.0,3.5,2.0,4.0,3.0,3.0,5.35,Trương Định,Hai Bà Trưng,Hà Nội
51.0,3.8,6.0,3.0,,,8.8,6,Tân Bình,Hồ Chí Minh
102.0,,,5.0,5.0,6.0,9.0,3,Gò Vấp,Hồ Chí Minh
40.0,4.0,8.0,4.0,3.0,5.0,7.65,12,Gò Vấp,Hồ Chí Minh
46.0,5.0,2.5,2.0,3.0,2.0,5.75,7,Tân Bình,Hồ Chí Minh
65.1,,2.5,3.0,3.0,3.0,4.1,Kim Chung,Hoài Đức,Hà Nội
50.5,,,,,,2.4,Thạch Thang,Hải Châu,Đà Nẵng
93.0,4.0,6.0,3.0,4.0,4.0,7.7,Trường Thọ,Thủ Đức,Hồ Chí Minh
51.0,4.1,,1.0,1.0,1.0,2.5,Thịnh Liệt,Hoàng Mai,Hà Nội
43.0,4.0,4.0,3.0,4.0,4.0,6.89,13,Tân Bình,Hồ Chí Minh
100.0,5.0,7.5,2.0,4.0,2.0,4.99,Thanh Khê Tây,Thanh Khê,Đà Nẵng
51.0,,,4.0,4.0,4.0,8.5,24,Bình Thạnh,Hồ Chí Minh
95.0,,,,,,6.0,Phú Hữu,Quận 9,Hồ Chí Minh
65.0,52.0,,3.0,2.0,3.0,8.6,Ngọc Lâm,Long Biên,Hà Nội
40.0,,3.0,4.0,3.0,4.0,4.45,14,Gò Vấp,Hồ Chí Minh
64.0,3.5,,4.0,4.0,6.0,6.99,5,Phú Nhuận,Hồ Chí Minh
16.0,3.0,3.0,4.0,3.0,4.0,2.95,Phạm Ngũ Lão,Quận 1,Hồ Chí Minh
37.0,,,2.0,2.0,2.0,9.9,3,Phú Nhuận,Hồ Chí Minh
132.0,6.0,12.0,3.0,3.0,4.0,8.8,Phú Hữu,Quận 9,Hồ Chí Minh
72.0,4.5,5.5,3.0,5.0,4.0,5.5,Hòa Cường Bắc,Hải Châu,Đà Nẵng
49.0,5.0,,3.0,3.0,3.0,3.85,An Lạc,Bình Tân,Hồ Chí Minh
46.0,3.1,2.0,4.0,4.0,3.0,4.75,Đại Mỗ,Nam Từ Liêm,Hà Nội
40.0,,3.0,3.0,3.0,3.0,2.56,Phụng Châu,Chương Mỹ,Hà Nội
60.0,,13.0,5.0,3.0,3.0,8.9,Nghĩa Trụ,Văn Giang,Hưng Yên
140.0,,12.0,3.0,4.0,3.0,7.79,Phú Hữu,Quận 9,Hồ Chí Minh
35.0,3.5,,5.0,4.0,4.0,5.4,Cổ Nhuế 2,Bắc Từ Liêm,Hà Nội
65.6,4.1,,4.0,4.0,4.0,9.0,10,Quận 6,Hồ Chí Minh
41.0,6.0,,,,,4.15,Thượng Đình,Thanh Xuân,Hà Nội
43.0,,,5.0,8.0,8.0,6.0,Phú Diễn,Bắc Từ Liêm,Hà Nội
300.0,4.0,3.0,5.0,4.0,3.0,5.5,Trâu Quỳ,Gia Lâm,Hà Nội
33.0,4.95,3.0,6.0,6.0,6.0,9.1,Thụy Khuê,Tây Hồ,Hà Nội
86.0,,12.0,3.0,4.0,2.0,3.8,Tân Bình,Thành phố Dĩ An,Bình Dương
108.0,,,3.0,3.0,4.0,9.5,Phú Hữu,Quận 9,Hồ Chí Minh
23.2,,4.5,2.0,1.0,1.0,4.0,2,Bình Thạnh,Hồ Chí Minh
40.2,4.0,,3.0,3.0,2.0,4.6,Linh Trung,Thủ Đức,Hồ Chí Minh
33.0,4.15,2.0,5.0,3.0,4.0,3.85,Tây Mỗ,Nam Từ Liêm,Hà Nội.
52.7,3.74,10.5,1.0,2.0,1.0,4.3,An Khê,Thanh Khê,Đà Nẵng
100.0,4.7,5.0,2.0,3.0,2.0,5.49,Trung Mỹ Tây,Quận 12,Hồ Chí Minh
40.0,4.0,2.2,4.0,4.0,3.0,4.35,Di Trạch,Hoài Đức,Hà Nội
50.0,,,3.0,4.0,4.0,7.5,5,Tân Bình,Hồ Chí Minh
82.0,4.5,4.5,1.0,2.0,1.0,7.8,Tân Thới Hòa,Tân Phú,Hồ Chí Minh
90.0,5.0,7.5,1.0,2.0,2.0,5.7,An Khê,Thanh Khê,Đà Nẵng
44.0,5.0,5.0,4.0,3.0,4.0,7.39,16,Gò Vấp,Hồ Chí Minh
39.0,6.0,33.0,5.0,4.0,,4.8,Tam Hiệp,Thanh Trì,Hà Nội
80.0,8.0,8.0,4.0,5.0,4.0,9.0,13,Tân Bình,Hồ Chí Minh
30.0,,,4.0,3.0,3.0,2.55,Phụng Châu,Chương Mỹ,Hà Nội
30.0,5.2,,4.0,,,3.99,Ô Chợ Dừa,Đống Đa,Hà Nội
32.0,5.0,,5.0,3.0,,3.95,Dương Nội,Hà Đông,Hà Nội
227.0,,8.0,,3.0,4.0,8.5,An Thạnh,Thuận An,Bình Dương
45.0,3.6,5.0,5.0,6.0,4.0,8.95,Mai Dịch,Cầu Giấy,Hà Nội
50.0,7.0,3.0,3.0,3.0,3.0,4.75, Hải Châu I,Hải Châu,Đà Nẵng
50.0,5.1,,3.0,2.0,,4.9,Hoàng Liệt,Hoàng Mai,Hà Nội
44.0,,3.5,2.0,3.0,2.0,5.2,3,Quận 11,Hồ Chí Minh
78.5,,5.0,3.0,,,7.5,Tân Thới Hòa,Tân Phú,Hồ Chí Minh
46.0,3.6,,,2.0,2.0,4.6,10,Tân Bình,Hồ Chí Minh
42.0,4.0,5.0,4.0,4.0,4.0,7.5,2,Tân Bình,Hồ Chí Minh
48.0,3.6,5.0,3.0,3.0,3.0,5.5,12,Quận 6,Hồ Chí Minh
48.5,,3.5,4.0,3.0,3.0,5.8,10,Gò Vấp,Hồ Chí Minh
30.0,3.0,3.0,2.0,2.0,2.0,2.9,3,Quận 6,Hồ Chí Minh
53.2,4.0,4.0,2.0,2.0,3.0,4.8,Phú Thuận,Quận 7,Hồ Chí Minh
60.0,,6.0,2.0,2.0,2.0,3.6,Nhơn Đức,Nhà Bè,Hồ Chí Minh
70.0,3.6,6.0,5.0,6.0,8.0,8.88,Phú Mỹ,Quận 7,Hồ Chí Minh
90.0,,8.0,4.0,4.0,5.0,9.4,Phú Mỹ,Quận 7,Hồ Chí Minh
76.8,,5.0,4.0,4.0,3.0,5.7,Nhà Bè,Nhà Bè,Hồ Chí Minh
37.0,,2.0,2.0,2.0,2.0,3.35,Phương Canh,Nam Từ Liêm,Hà Nội.
45.0,5.0,3.0,5.0,7.0,7.0,6.5,Mỹ Đình 1,Nam Từ Liêm,Hà Nội.
230.0,,5.0,1.0,3.0,2.0,2.1,Bình Mỹ,Củ Chi,Hồ Chí Minh
25.0,,6.0,2.0,2.0,2.0,2.85,Phú Thạnh,Tân Phú,Hồ Chí Minh
42.0,,,1.0,2.0,,3.6,Tăng Nhơn Phú B,Quận 9,Hồ Chí Minh
100.0,,4.0,2.0,2.0,2.0,8.3,5,Quận 11,Hồ Chí Minh
100.0,5.0,34.0,3.0,6.0,5.0,3.5,Hòa Hiệp Nam,Liên Chiểu,Đà Nẵng
23.0,3.0,3.0,3.0,2.0,2.0,3.5,2,Phú Nhuận,Hồ Chí Minh
48.0,4.0,5.0,4.0,4.0,3.0,5.49,Bình Hưng Hòa A,Bình Tân,Hồ Chí Minh
97.5,5.0,7.5,2.0,4.0,,6.5,Khuê Trung,Cẩm Lệ,Đà Nẵng
45.0,,,3.0,3.0,3.0,3.05, Hòa Thuận Đông,Hải Châu,Đà Nẵng
60.0,,6.0,5.0,5.0,6.0,6.7,Tân Chánh Hiệp,Quận 12,Hồ Chí Minh
81.5,4.5,,3.0,,,3.85,Hòa Minh,Liên Chiểu,Đà Nẵng
60.0,6.0,,2.0,3.0,2.0,4.68,Linh Chiểu,Thủ Đức,Hồ Chí Minh
60.0,4.0,4.5,2.0,3.0,2.0,5.75,Thạch Bàn,Long Biên,Hà Nội
86.0,,,2.0,3.0,1.0,6.98,11,Gò Vấp,Hồ Chí Minh
60.0,,,2.0,3.0,,6.9,Hòa Thạnh,Tân Phú,Hồ Chí Minh
60.0,4.5,5.0,5.0,5.0,6.0,7.25,12,Gò Vấp,Hồ Chí Minh
90.0,,,2.0,,,6.8,Hiệp Bình Phước,Thủ Đức,Hồ Chí Minh
92.0,5.0,7.5,3.0,3.0,4.0,6.95,Hòa Minh,Liên Chiểu,Đà Nẵng
58.8,,,4.0,4.0,5.0,8.2,4,Gò Vấp,Hồ Chí Minh
123.0,8.0,6.0,3.0,3.0,3.0,7.5,Linh Đông,Thủ Đức,Hồ Chí Minh
54.0,4.0,,,,,4.8,6,Quận 4,Hồ Chí Minh
116.0,14.0,,2.0,,,9.8,Trung Hòa,Cầu Giấy,Hà Nội
140.0,7.0,27.0,4.0,6.0,6.0,9.5,Hòa Minh,Liên Chiểu,Đà Nẵng
50.0,,,,,,7.9,Thanh Lương,Hai Bà Trưng,Hà Nội
100.0,4.0,2.0,1.0,3.0,1.0,4.1,Kim Giang,Thanh Xuân,Hà Nội
34.5,4.0,,3.0,3.0,,4.3,3,Quận 11,Hồ Chí Minh
42.0,6.5,,5.0,3.0,3.0,5.1,Liên Mạc,Bắc Từ Liêm,Hà Nội
41.0,5.5,,6.0,4.0,4.0,8.98,Khương Đình,Thanh Xuân,Hà Nội
85.0,,,5.0,5.0,5.0,9.5,Hiệp Thành,Quận 12,Hồ Chí Minh
84.0,4.2,4.0,4.0,4.0,6.0,8.0,Tân Thuận Tây,Quận 7,Hồ Chí Minh
60.0,5.0,6.0,4.0,3.0,4.0,9.1,Tân Thuận Đông,Quận 7,Hồ Chí Minh
104.0,4.5,4.0,1.0,1.0,1.0,5.3,An Phú Đông,Quận 12,Hồ Chí Minh
40.0,36.0,2.5,4.0,3.0,4.0,5.8,Long Biên,Quận Long Biên,Hà Nội
25.0,3.6,,5.0,3.0,4.0,4.3,Thổ Quan,Đống Đa,Hà Nội
60.0,4.0,7.0,3.0,4.0,4.0,7.45,Hiệp Bình Phước,Thủ Đức,Hồ Chí Minh
38.0,4.72,,5.0,3.0,4.0,5.85,Kiến Hưng,Hà Đông,Hà Nội
72.0,,32.0,3.0,4.0,3.0,2.6,Uyên Hưng,Tân Uyên,Bình Dương
53.0,,,2.0,2.0,2.0,4.4,Tân Thuận Tây,Quận 7,Hồ Chí Minh
89.2,,,1.0,2.0,1.0,2.5,Nhơn Bình,Quy Nhơn,Bình Định
48.0,3.5,4.0,2.0,2.0,3.0,5.39,3,Tân Bình,Hồ Chí Minh
60.0,,6.0,3.0,,,4.2,Bình Chiểu,Thủ Đức,Hồ Chí Minh
32.0,,,,3.0,3.0,5.75,1,Bình Thạnh,Hồ Chí Minh
120.0,4.5,,,4.0,2.0,6.5,Cửa Nam,Vinh,Nghệ An
30.0,,,5.0,3.0,,5.3,Kim Mã,Ba Đình,Hà Nội
52.0,4.0,8.0,4.0,3.0,4.0,6.1,Tăng Nhơn Phú A,Quận 9,Hồ Chí Minh
75.0,5.0,5.0,2.0,3.0,4.0,4.75,Tăng Nhơn Phú A,Quận 9,Hồ Chí Minh
77.6,4.0,10.0,4.0,4.0,4.0,6.5,Tăng Nhơn Phú A,Quận 9,Hồ Chí Minh
48.0,,10.0,2.0,2.0,2.0,5.49,15,Tân Bình,Hồ Chí Minh
66.0,5.5,5.0,2.0,2.0,2.0,2.7,Hiệp Hòa,Biên Hòa,Đồng Nai
35.4,4.54,,5.0,,,8.9,Dịch Vọng,Cầu Giấy,Hà Nội
72.0,4.0,10.0,2.0,3.0,2.0,3.8,Bửu Long,Biên Hòa,Đồng Nai
42.0,,,4.0,3.0,3.0,8.98,Khương Đình,Thanh Xuân,Hà Nội
103.6,5.2,,2.0,3.0,2.0,8.5,Linh Tây,Thủ Đức,Hồ Chí Minh
13.0,3.0,2.0,2.0,2.0,2.0,2.5,Phạm Ngũ Lão,Quận 1,Hồ Chí Minh
45.0,4.0,,4.0,3.0,3.0,6.3,Kim Mã,Ba Đình,Hà Nội
75.7,6.65,4.0,,,,5.4,Linh Tây,Thủ Đức,Hồ Chí Minh
37.0,,,4.0,4.0,3.0,5.5,3,Tân Bình,Hồ Chí Minh
90.0,5.0,5.5,2.0,3.0,2.0,6.8,Hòa Khê,Thanh Khê,Đà Nẵng
57.0,,5.5,3.0,3.0,3.0,4.75,An Khê,Thanh Khê,Đà Nẵng
78.0,6.0,5.0,3.0,4.0,4.0,3.6,An Cựu,Huế,Thừa Thiên Huế
55.0,,6.0,4.0,,,8.2,15,Quận 11,Hồ Chí Minh
72.5,,,3.0,,,5.7,Linh Đông,Thủ Đức,Hồ Chí Minh
70.0,5.0,20.0,5.0,6.0,5.0,10.0,Nghĩa Trụ,Văn Giang,Hưng Yên
23.2,,,3.0,3.0,3.0,4.5,13,Phú Nhuận,Hồ Chí Minh
105.0,7.0,,3.0,3.0,3.0,7.2,Phong Phú,Bình Chánh,Hồ Chí Minh
60.0,5.0,8.0,2.0,2.0,2.0,6.8,1,Tân Bình,Hồ Chí Minh
45.0,,,2.0,3.0,3.0,4.0,15,Tân Bình,Hồ Chí Minh
100.0,,,,,,5.8,Tân Hưng,Quận 7,Hồ Chí Minh
75.0,5.0,12.0,4.0,6.0,4.0,7.2,Phong Phú,Bình Chánh,Hồ Chí Minh.
35.0,,8.0,2.0,4.0,3.0,2.5,Bình Hưng Hòa B,Bình Tân,Hồ Chí Minh
75.0,,,,,,5.7,Phong Phú,Bình Chánh,Hồ Chí Minh
56.5,,7.0,3.0,4.0,5.0,7.4,Hiệp Bình Chánh,Thủ Đức,Hồ Chí Minh
